date,auction_month,auction_year,bi_rate,spread_bifd,yield10_ibpa,inflation_rate,idprod_rate,jkse_avg,idrusd_avg,foreign_reserves_log,dpk_bio_log,bnkp_mon_avg,cbbp_gross_avg,forh_avg,forh_avg_sqr,inpp_avg,othp_avg,move,incoming_mio_log,awarded_mio_log,incoming_bio_log,awarded_bio_log,number_series,number_series_sqr,bid_to_cover,bi_covid,usfdtr_policyrate,long_holiday,m2all_bio_log,m1all_bio_log,m1currency_bio_log,m1demanddeposits_bio_log,m2quasi_bio_log,m2securities_bio_log,srbi_incomingbio_log,srbi_awardedbio_log,srbi_bid_to_cover,srbi_way_incoming,srbi_way_awarded,yield01_ibpa,yield05_ibpa
2010-11-01,11,2010,6.5,6.25,7.55002158,6.33,3.39433465,3670.611328,8938.380952,4.937783503,6.333256788,34.86865381,2.341483524,30.08124905,904.8815443,17.74479095,14.9638219,94.225,6.933967884,6.397940009,3.933967884,3.397940009,4,16,3.4358,0,0.25,0,6.370662367,5.756892479,5.377488402,5.522231795,6.247888323,3.833520661,0,0,0,0,0,4.793855631,6.489727497
2010-12-01,12,2010,6.5,6.25,7.853387304,6.96,1.57418422,3667.802954,9022.619048,4.954098445,6.356883841,34.657,2.180351857,30.33400571,920.1519027,17.93575571,14.89288714,110.8090907,6.688152756,6.301029996,3.688152756,3.301029996,4,16,2.4385,0,0.25,1,6.392908913,5.78204997,5.415351988,5.538050343,6.268746481,3.957846155,0,0,0,0,0,5.573935984,6.835433231
2011-01-01,1,2011,6.5,6.25,8.397498293,7.02,3.68764742,3543.187151,9037.380952,4.950616059,6.362115941,34.4029581,2.463982238,30.08502333,905.108629,18.31271714,14.7353181,99.17500076,7.431604972,7.051152522,4.431604972,4.051152522,8,64,2.401333333,0,0.25,0,6.386798312,5.781158553,5.39354181,5.55228873,6.260612311,4.010364417,0,0,0,0,0,6.167243772,7.429495469
2011-02-01,2,2011,6.5,6.25,8.831275985,6.84,-2.53352301,3449.740126,8912.555556,4.970035272,6.359426344,34.01931667,2.170390722,30.40765222,924.6253137,18.675835,14.72680444,97.66842089,7.527279231,7.079181246,4.527279231,4.079181246,8,64,2.806066667,0,0.25,0,6.383849667,5.767816145,5.389744728,5.532198011,6.260970272,4.02243662,0,0,0,0,0,6.826215378,8.184363756
2011-03-01,3,2011,6.75,6.5,8.388571882,6.65,2.98012443,3558.108483,8761.478261,4.997168003,6.371318572,33.96117783,1.431766043,30.83441435,950.7611082,18.75539957,15.01724261,94.50434743,7.766014065,7.290034611,4.766014065,4.290034611,17,289,2.992123077,0,0.25,0,6.38940655,5.763877937,5.38312871,5.530178598,6.270163434,3.901332974,0,0,0,0,0,6.215145489,7.801582138
2011-04-01,4,2011,6.75,6.25,7.741963124,6.16,-0.81828175,3749.204602,8651.3,5.029873118,6.369255336,33.7975075,1.07122175,31.9256265,1019.245627,18.5909945,14.61465,82.47500038,7.674254725,7.164352856,4.674254725,4.164352856,18,324,3.235205479,0,0.5,0,6.386405924,5.766883927,5.40142241,5.521949822,6.265142698,3.927762899,0,0,0,0,0,5.826302562,7.006224193
2011-05-01,5,2011,6.75,6.5,7.642977496,5.98,4.09366185,3818.324765,8555.8,5.047167235,6.379700425,32.39889048,1.630086048,32.7353981,1071.606288,18.87305619,14.3625719,79.04285758,7.505263966,7.112269768,4.505263966,4.112269768,9,81,2.47169112,0,0.25,0,6.393625382,5.786602736,5.404945713,5.553549292,6.268089868,3.981377296,0,0,0,0,0,5.726857101,6.885995342
2011-06-01,6,2011,6.75,6.5,7.569465932,5.54,4.26312606,3805.400745,8564,5.053376429,6.387035711,32.145293,1.1995266,33.772819,1140.603303,18.85826,14.0241025,81.16818272,7.496051874,7,4.496051874,4,9,81,3.13366,0,0.25,0,6.401880035,5.803597856,5.417477938,5.573686452,6.273336159,4.005665176,0,0,0,0,0,5.720397909,6.827165621
2011-07-01,7,2011,6.75,6.5,7.372037484,4.61,11.54808125,4025.936814,8533.238095,5.063818657,6.391655341,32.05094238,0.758315952,34.7454419,1207.245733,18.64145952,13.80383905,88.23500061,7.78893796,7.174641193,4.78893796,4.174641193,16,256,4.114307692,0,0.25,0,6.409012209,5.80596819,5.440021885,5.561401015,6.282042592,4.018054817,0,0,0,0,0,5.150742931,6.620518388
2011-08-01,8,2011,6.75,6.5,7.009044456,4.79,4.46182307,3936.34862,8532,5.069951184,6.390917027,31.56350737,1.029926,35.15229421,1235.683788,18.48042474,13.77384737,99.32608696,7.659669998,7.042969073,4.659669998,4.042969073,21,441,4.137146739,0,0.25,1,6.418524306,5.821386588,5.511515565,5.529021227,6.288644864,4.169367263,0,0,0,0,0,4.401238838,6.236212332
2011-09-01,9,2011,6.75,6.5,7.025404678,4.61,14.01852584,3716.525891,8765.5,5.032195984,6.405664216,33.334047,0.9376006,33.814434,1143.415947,18.444363,13.469552,100.461905,7.468335513,7.084576278,4.468335513,4.084576278,10,100,2.419687243,0,0.25,0,6.422151623,5.816967218,5.445952091,5.576194057,6.295253175,4.135539711,0,0,0,0,0,4.81000891,6.307534392
2011-10-01,10,2011,6.5,6.25,6.53242269,4.43,6.86996067,3600.404064,8895.238095,5.028692334,6.412843826,34.02670524,3.427737048,30.89818095,954.6975862,18.13251286,13.51486524,106.8849998,7.480297334,7.106870544,4.480297334,4.106870544,15,225,2.362799062,0,0.25,0,6.427776017,5.822821613,5.449232934,5.583945402,6.301098439,4.095927745,0,0,0,0,0,5.19719541,5.88605142
2011-11-01,11,2011,6,5.75,6.37698609,4.15,-0.29817571,3747.032604,9015.181818,5.018373698,6.422383333,36.84132409,0.957567227,30.66414909,940.2900395,17.69652364,13.84043591,107.7049995,7.487110082,7.131939295,4.487110082,4.131939295,10,100,2.265535055,0,0.25,0,6.436089188,5.824508021,5.445707223,5.589414543,6.311161391,4.168667456,0,0,0,0,0,4.840932464,5.642757501
2012-01-01,1,2012,6,5.75,5.858349958,3.65,1.91942559,3930.8356,9109.142857,5.021112608,6.442569138,36.95497143,0.555280143,30.95858952,958.4342653,17.53324857,13.99790905,79.87999916,7.913705265,7.338954252,4.913705265,4.338954252,14,196,3.756219931,0,0.25,0,6.455929535,5.842784563,5.456668916,5.612870188,6.331920454,4.127389589,0,0,0,0,0,4.22697478,5.134540523
2012-02-01,2,2012,5.75,5.5,5.241336156,3.56,11.04556151,3960.068708,9025.761905,5.021497332,6.44152906,36.47471952,0.915732905,31.35699905,983.2613893,17.3900381,13.86251,77.48499985,7.868238751,7.441648013,4.868238751,4.441648013,19,361,2.670488661,0,0.25,0,6.455150273,5.834553248,5.447248557,5.605466783,6.33305648,4.196859571,0,0,0,0,0,3.426198418,4.601450038
