date,auction_month,auction_year,bi_rate,spread_bifd,yield10_ibpa,inflation_rate,idprod_rate,jkse_avg,idrusd_avg,foreign_reserves_log,dpk_bio_log,bnkp_mon_avg,cbbp_gross_avg,forh_avg,forh_avg_sqr,inpp_avg,othp_avg,move,incoming_mio_log,awarded_mio_log,incoming_bio_log,awarded_bio_log,number_series,number_series_sqr,bid_to_cover,bi_covid,usfdtr_policyrate,long_holiday,m2all_bio_log,m1all_bio_log,m1currency_bio_log,m1demanddeposits_bio_log,m2quasi_bio_log,m2securities_bio_log,srbi_incomingbio_log,srbi_awardedbio_log,srbi_bid_to_cover,srbi_way_incoming,srbi_way_awarded,yield01_ibpa,yield05_ibpa
2012-03-01,3,2012,5.75,5.5,5.93298499,3.97,-1.65371305,4023.464832,9165.333333,5.015596876,6.4511683,38.28500857,0.458385714,30.03464857,902.0801148,17.78257667,13.43938095,80.75909077,7.507491559,7.03802374,4.507491559,4.03802374,19,361,2.947595053,0,0.25,0,6.46451853,5.853828985,5.457886603,5.630643362,6.339492865,4.169410486,0,0,0,0,0,4.03513612,5.070592259
2012-04-01,4,2012,5.75,5.5,6.006182262,4.5,2.51587966,4162.219751,9175.5,5.039628239,6.453526475,38.0943845,0.76532085,29.6042595,876.4121805,17.722937,13.813098,73.51999969,7.658821959,7.173768823,4.658821959,4.173768823,18,324,3.055294906,0,0.25,0,6.466809864,5.857860561,5.463612816,5.633532747,6.341094971,4.188924829,0,0,0,0,0,3.803766506,5.201844858
2012-05-01,5,2012,5.75,5.5,6.360496449,4.45,3.19673766,4050.98062,9290.238095,5.021318203,6.463737372,38.92554571,0.615365381,29.03446048,842.9998951,17.75972238,13.66490714,66.62727235,7.512250686,6.995196292,4.512250686,3.995196292,18,324,3.28892821,0,0.25,0,6.476320603,5.874715537,5.469411863,5.657707446,6.348302999,4.178423229,0,0,0,0,0,4.189221934,5.415172094
2012-06-01,6,2012,5.75,5.5,6.458090597,4.53,1.49029157,3850.554536,9451.142857,4.999843148,6.470679904,38.42940619,1.637571762,28.52629,813.7492212,17.90882,13.49791095,81.69523693,7.496090678,7.1987945,4.496090678,4.1987945,18,324,1.982878836,0,0.25,0,6.484696376,5.89174179,5.4977871,5.667215689,6.353494888,4.220371463,0,0,0,0,0,4.775399424,5.493100376
2012-07-01,7,2012,5.75,5.5,6.033795531,4.56,-0.41017744,4044.563277,9456.590909,4.999507926,6.471499495,36.76689636,3.062341955,29.09080727,846.2750678,17.72916591,13.35078727,65.18095253,7.675713284,7.215108581,4.675713284,4.215108581,19,361,2.88804997,0,0.25,0,6.485343135,5.887470319,5.498753598,5.659362059,6.356535349,4.111678121,0,0,0,0,0,4.544068761,5.391202688
2012-08-01,8,2012,5.75,5.5,5.952200596,4.58,-4.45881317,4114.755769,9499.842105,5.009425526,6.474806164,35.00671053,4.701083105,29.48038842,869.0933015,17.70831526,13.10350158,69.92608676,7.483826842,7.126456113,4.483826842,4.126456113,15,225,2.277040359,0,0.25,1,6.490178872,5.887829631,5.514558152,5.648720657,6.363063155,4.083083531,0,0,0,0,0,4.77466439,5.501631353
2012-09-01,9,2012,5.75,5.5,5.986033375,4.31,3.54928594,4187.220679,9566.35,5.013251083,6.484293587,38.1218605,1.52668205,29.579584,874.9517896,17.815182,12.956691,63.72894769,7.467471951,7.100473936,4.467471951,4.100473936,19,361,2.328080616,0,0.25,0,6.495291634,5.900618193,5.51256148,5.672053373,6.365724209,4.059082285,0,0,0,0,0,4.961689695,5.574128322
2012-10-01,10,2012,5.75,5.5,5.882013915,4.61,9.81415951,4309.678112,9597.136364,5.014312372,6.487223749,37.91945818,1.124164818,29.74900682,885.0034067,17.43348091,13.77388818,64.91150036,7.63334623,7.265030198,4.63334623,4.265030198,24,576,2.335156717,0,0.25,0,6.500297298,5.889258349,5.513295473,5.652114949,6.376372593,4.026949383,0,0,0,0,0,4.805787776,5.431011551
2012-11-01,11,2012,5.75,5.5,5.575430299,4.32,12.66272965,4327.294702,9627.95,5.018327319,6.495616209,36.5493595,1.2261823,31.333445,981.7847756,17.2020435,13.6889695,58.65722254,7.461498527,6.875061263,4.461498527,3.875061263,5,25,3.858666667,0,0.25,0,6.506221944,5.903819331,5.514561897,5.676084237,6.379515316,4.017300515,0,0,0,0,0,4.558886441,5.080542624
2012-12-01,12,2012,5.75,5.5,5.410140677,4.3,10.84511445,4294.514811,9645.888889,5.024923026,6.508556351,36.38380389,0.5512565,32.77637,1074.29043,17.09804944,13.19052,54.8149999,6.961563462,6.079181246,3.961563462,3.079181246,2,4,7.6275,0,0.25,1,6.519500844,5.925132622,5.558585391,5.68101931,6.390128444,4.017885224,0,0,0,0,0,4.275533901,4.755666205
2013-01-01,1,2013,5.75,5.5,5.401799949,4.57,10.48281024,4403.12035,9687.333333,5.007551234,6.505828851,36.86609095,0.112465606,32.90093143,1082.471289,17.16986857,12.95064524,59.46380924,7.524023339,7.243038049,4.524023339,4.243038049,9,81,1.909788571,0,0.25,0,6.514386908,5.896448875,5.514320505,5.663729874,6.392714627,4.034586348,0,0,0,0,0,4.192398286,4.654692847
2013-02-01,2,2013,5.75,5.5,5.47648137,5.31,6.04518547,4588.498779,9686.65,4.992931229,6.506145228,36.278397,0.4221978,33.3228315,1110.411099,17.2477695,12.728804,60.19421065,7.737323866,7.302114377,4.737323866,4.302114377,18,324,2.724014963,0,0.25,0,6.515929484,5.895725601,5.507158445,5.667513983,6.394978658,4.03584982,0,0,0,0,0,4.07344383,4.657052466
2013-03-01,3,2013,5.75,5.5,5.555930077,5.9,9.92203993,4824.302297,9709.421053,4.991405163,6.510965212,36.00634474,0.725243842,33.16651474,1100.0177,16.94953947,13.15235947,56.17230723,7.458565335,7.216561735,4.458565335,4.216561735,18,324,1.745836623,0,0.25,0,6.521468775,5.908514443,5.520049362,5.680232259,6.397999385,4.083941351,0,0,0,0,0,3.971768562,4.762270192
2013-04-01,4,2013,5.75,5.5,5.685110783,5.57,10.12094142,4959.151634,9724.045455,5.003300529,6.518428447,35.45505,1.467787273,33.13562227,1097.969463,17.24863409,12.69290545,52.57272738,7.65322699,7.252003021,4.65322699,4.252003021,23,529,2.518975651,0,0.25,0,6.526459218,5.920234751,5.510991407,5.705761359,6.400678348,4.110644583,0,0,0,0,0,4.176104795,4.917045595
2013-05-01,5,2013,5.75,5.5,5.76747822,5.47,6.97428991,5100.443515,9760.909091,4.994643257,6.525000722,34.04433957,2.28432987,34.18634522,1168.706199,17.26769435,12.21729174,61.01631566,7.586412877,7.346450778,4.586412877,4.346450778,18,324,1.737649178,0,0.25,0,6.53482601,5.915334644,5.523789868,5.68916949,6.412979994,4.1856767,0,0,0,0,0,4.035440478,4.960646807
2013-06-01,6,2013,6,5.75,6.678065691,5.9,3.8363056,4726.884097,9881.526316,4.964418371,6.528180066,34.91632526,3.132499263,32.56081316,1060.206554,17.41452947,11.97583211,89.375,7.346499671,6.86569606,4.346499671,3.86569606,18,324,3.025544959,0,0.25,0,6.533184469,5.933739789,5.540512228,5.708720757,6.405395083,4.064246781,0,0,0,0,0,5.349044773,5.890330137
2013-07-01,7,2013,6.5,6.25,7.786838068,8.61,3.84506044,4631.375318,10073.3913,4.936811615,6.530574474,35.21663435,3.761816739,31.60748087,999.0328469,17.46799826,11.94606957,89.314286,7.813949749,7.580525834,4.813949749,4.580525834,25,625,1.711685275,0,0.25,1,6.544882959,5.944475773,5.584253825,5.69552935,6.416336678,4.265121487,0,0,0,0,0,6.475086609,7.177032056
2013-08-01,8,2013,6.75,6.5,8.190892531,8.79,12.1776814,4348.862721,10572.5,4.937381364,6.536584598,32.54193824,7.009583294,31.18743,972.65579,17.46648412,11.79456529,87.85238103,7.533521676,7.131618664,4.533521676,4.131618664,8,64,2.522917282,0,0.25,0,6.544368199,5.932363548,5.555599134,5.695801466,6.419285733,4.315788827,0,0,0,0,0,6.851457021,7.689043965
2013-09-01,9,2013,7.25,7,8.373316648,8.4,5.97119211,4353.637195,11346.2381,4.951275382,6.547305462,37.17384,2.884692524,30.7528019,945.734825,17.62886571,11.5598,89.63157935,7.870554302,7.417554724,4.870554302,4.417554724,18,324,2.837916268,0,0.25,0,6.55437776,5.938377065,5.556397251,5.70555273,6.430070551,4.38727483,0,0,0,0,0,6.871903208,7.909384415
2013-10-01,10,2013,7.25,7,7.709818402,8.32,-0.1393139,4496.318011,11366.90476,4.957378396,6.54665251,35.34346524,3.391742381,31.3324019,981.7194091,17.27878619,12.65360381,71.99272711,7.801374207,7.400261611,4.801374207,4.400261611,17,289,2.518329753,0,0.25,0,6.553503077,5.93256062,5.560859257,5.692295191,6.430999061,4.36105794,0,0,0,0,0,6.257984366,7.271296058
2013-11-01,11,2013,7.5,7.25,8.367646552,8.37,1.73397004,4359.716675,11613.1,4.95859637,6.551859989,33.8967735,4.21459405,32.3045395,1043.583272,16.9492755,12.634817,65.99526355,7.565508907,7.311757886,4.565508907,4.311757886,18,324,1.793705007,0,0.25,0,6.558234331,5.939725044,5.574933593,5.694282569,6.434719698,4.392560841,0,0,0,0,0,6.66348967,7.739265401
2013-12-01,12,2013,7.5,7.25,8.694156434,8.38,2.82097109,4221.592388,12087.1,4.970473008,6.563951622,36.3842245,2.0342224,32.403256,1049.970999,16.971943,12.2063525,69.88000031,7.002921638,6.602059991,4.002921638,3.602059991,5,25,2.516875,0,0.25,1,6.571756491,5.947964501,5.601634891,5.687952205,6.450329264,4.358036171,0,0,0,0,0,7.316452877,8.085627105
2014-01-01,1,2014,7.5,7.25,8.810847672,8.22,2.96464025,4353.644409,12179.65,4.975631722,6.555662267,35.1918485,2.93995735,32.59259,1062.276923,17.0288595,12.2467435,65.29999981,7.816224724,7.424751002,4.816224724,4.424751002,13,169,2.463052798,0,0.25,0,6.562572303,5.925661609,5.579863774,5.665212904,6.44520689,4.346795455,0,0,0,0,0,7.308785962,8.142549763
2014-02-01,2,2014,7.5,7.25,8.820005712,7.75,3.68386619,4515.122607,11935.1,4.984339018,6.556738932,34.4238525,3.4074086,32.7948745,1075.503793,17.2447495,12.1291155,59.82941145,7.797799174,7.469969209,4.797799174,4.469969209,17,289,2.127305998,0,0.25,0,6.560511629,5.921443208,5.565436626,5.669205884,6.44514244,4.130104014,0,0,0,0,0,6.905879108,8.054771699
2014-03-01,3,2014,7.5,7.25,8.227635593,7.32,3.6042692,4721.729639,11427.05,4.984045227,6.558475846,33.8674685,2.9178882,33.349931,1112.217898,16.857005,13.007706,59.70380928,7.867024125,7.427069629,4.867024125,4.427069629,20,400,2.753940133,0,0.25,0,6.562593857,5.931204747,5.57684522,5.677666026,6.444852657,4.141514678,0,0,0,0,0,6.56926982,7.69752794
2014-04-01,4,2014,7.5,7.25,8.040212378,7.25,2.52749148,4868.713086,11435.75,4.997163675,6.567586795,32.94146381,3.628402476,34.17332048,1167.815832,16.91758905,12.33922429,58.86499996,7.811425524,7.453929592,4.811425524,4.453929592,24,576,2.277696906,0,0.25,0,6.570762644,5.944714711,5.570941526,5.705973751,6.451584792,4.104683387,0,0,0,0,0,6.382305397,7.596027106
2014-05-01,5,2014,7.5,7.25,8.146967298,7.32,3.74485054,4922.334391,11525.94444,5.004149342,6.575588944,30.67700667,5.226165833,35.12429333,1233.715982,17.08126111,11.89127389,57.29684207,7.546318055,7.294576439,4.546318055,4.294576439,18,324,1.785425019,0,0.25,0,6.577601541,5.9574764,5.580324699,5.721194535,6.456386481,4.14903211,0,0,0,0,0,6.479208006,7.624044572
2014-06-01,6,2014,7.5,7.25,8.219691531,6.7,6.83628861,4898.00179,11892.61905,5.006154437,6.583709034,31.41371238,4.274411476,35.7269419,1276.414378,16.94058429,11.64435,57.26052676,7.627131233,7.330920831,4.627131233,4.330920831,16,256,1.977927655,0,0.25,0,6.58635792,5.975761577,5.581651088,5.751340917,6.462909152,3.945897252,0,0,0,0,0,6.565677438,7.698231685
2014-07-01,7,2014,7.5,7.25,8.238158739,4.53,1.90150504,5032.630995,11689.05556,5.018557208,6.578301301,29.23708474,6.746474895,35.79563368,1281.327391,16.83312368,11.38768316,54.79590901,7.658649484,7.475743807,4.658649484,4.475743807,16,256,1.523721786,0,0.25,1,6.589660066,5.963110272,5.655894899,5.668178795,6.471252332,3.959521237,0,0,0,0,0,6.70970449,7.797293144
2014-08-01,8,2014,7.5,7.25,8.311463077,3.99,5.46935348,5143.046021,11706.66667,5.021719105,6.586124135,32.0612675,3.34079105,36.535508,1334.843345,16.784551,11.2778825,58.80428569,7.670125199,7.484086199,4.670125199,4.484086199,16,256,1.534754797,0,0.25,0,6.589560904,5.952224206,5.601266919,5.695969021,6.474605834,3.904094758,0,0,0,0,0,6.838330159,7.942734009
2014-09-01,9,2014,7.5,7.25,8.247927496,4.53,9.46809787,5181.09537,11890.77273,5.022295835,6.601604073,35.21101682,0.080192603,37.20593318,1384.281464,16.429195,11.07366318,62.17380905,7.91829094,7.547467022,4.91829094,4.547467022,22,484,2.348680369,0,0.25,0,6.603160256,5.977343239,5.596849353,5.743461809,6.483564744,4.207807997,0,0,0,0,0,6.855617575,7.939017747
2014-10-01,10,2014,7.5,7.25,8.351311594,4.83,5.59340903,5016.842349,12144.86957,5.025847944,6.603292536,34.62766696,0.305024783,37.14273435,1379.582715,16.32119522,11.6033787,74.03045412,7.600563443,7.17594647,4.600563443,4.17594647,12,144,2.65837946,0,0.25,0,6.604710731,5.973288942,5.597819063,5.735787074,6.486631847,4.24843112,0,0,0,0,0,7.02797351,8.063260127
